key,value,note
speaker,姉,姐姐
speaker,姉からの連絡,姐姐的联络
speaker,姉の夫,姐姐的丈夫
speaker,姉の書き置き,姐姐的留言条
speaker,委員長,班长
speaker,威勢のいい声,有气势的声音
speaker,娘,女儿
speaker,婦人,妇人
speaker,子ども,孩子
speaker,子どもたち,孩子们
speaker,子どもの声,孩子的声音
speaker,子どもの母,孩子的母亲
speaker,子どもの父親,孩子的父亲
speaker,子ども時代の長女,孩童时期的长女
speaker,子ども１,孩子1
speaker,子ども１＆２,孩子1＆2
speaker,子ども２,孩子2
speaker,子ども３,孩子3
speaker,子ども？,孩子？
speaker,子役,儿童演员
speaker,子連れの母,带着孩子的母亲
speaker,学園祭の客A,学园祭的客人A
speaker,学園祭の客B,学园祭的客人B
speaker,学年主任,学年主任
speaker,学生,学生
speaker,学生たち,学生们
speaker,学生１,学生1
speaker,学生２,学生2
speaker,宅配スタッフ,配送工作人员
speaker,宅配業者,配送从业者
speaker,定食店の店主,定食店的老板 
speaker,定食店の看板,定食店的招牌
speaker,実況,实况转播
speaker,実況の声,实况转播的声音
speaker,実況者,实况转播者
speaker,客,客人
speaker,客たち,客人们
speaker,客の男性,男性客人
speaker,客の連れ,客人的同伴
speaker,客席からの声,从观众席传来的声音
speaker,客席からの声援,从观众席传来的助威声
speaker,客席のアイドル１,观众席的偶像1
speaker,客席のアイドル２,观众席的偶像2
speaker,客席の声,观众席的声音
speaker,客１,客人1
speaker,客２,客人2
speaker,客３,客人3
speaker,客４,客人4
speaker,客５,客人5
speaker,宣伝担当,宣传负责人
speaker,宣伝担当者,宣传负责人
speaker,室内アナウンス,室内广播
speaker,家庭科部の生徒,家政课部的学生
speaker,家政婦,家政人员
speaker,家族,家人
speaker,家電店の店員,家电商店的店员
speaker,宿直室スタッフ,值夜班室的工作人员
speaker,審判,裁判
speaker,審査員,评审员
speaker,審査員１,评审员1
speaker,審査员２,评审员2
speaker,審査員３,评审员3
speaker,寺院の職員,寺院的工作人员
speaker,対戦相手,对战对手
speaker,専門学生,专科学生
speaker,射的の屋台の店主,射击游戏摊的摊主
speaker,小さな声,小小的声音
speaker,小さな女の子,小小的女孩子
speaker,小さな男の子,小小的男孩子
speaker,小学校の先生,小学老师
speaker,小学生の男の子,小学男生
speaker,小学生女子A,小学女生A
speaker,小学生女子B,小学女生B
speaker,小学生女子C,小学女生C
speaker,小学生男子A,小学男生A
speaker,小学生男子B,小学男生B
speaker,小学生男子C,小学男生C
speaker,小糸,小丝
speaker,小糸＆プロデューサー,小丝＆制作人
speaker,小糸のメッセージ,小丝的消息
speaker,小糸の妹,小丝的妹妹
speaker,小糸の担任,小丝的班主任
speaker,小糸の母,小丝的母亲
speaker,小糸ファンの女の子,小丝粉丝的女孩子
speaker,小糸＆プロデューサー,小丝＆制作人
speaker,小糸＆子役たち,小丝＆儿童演员们
speaker,小糸＆雛菜,小丝＆雏菜
speaker,小説のテキスト,小说的文本
speaker,少女,少女
speaker,少女＆透,少女＆透
speaker,少年,少年
speaker,局のスタッフ,台里的工作人员
speaker,居酒屋の大将,居酒屋的老板
speaker,居酒屋女将,居酒屋的老板娘
speaker,屋台のおじさん,小吃摊的大叔
speaker,屋台の店員,小吃摊的店员
speaker,屋敷の主人,宅邸的主人
speaker,市長,市长
speaker,希亜,希亚
speaker,帰りの客１,返程的客人1
speaker,帰りの客２,返程的客人2
speaker,帰路のタクシー運転手,返程路上的出租车司机
speaker,幕間のCM,幕间广告
speaker,年配の女性客,年长的女性客人
speaker,年配の男性,年长的男性
speaker,年配の警備員,年长的安保人员
speaker,幸司郎,幸司郎
speaker,幼い恋鐘,年幼的恋钟
speaker,幽霊,幽灵
speaker,幽霊？,幽灵？
speaker,広告,广告
speaker,広告の字幕,广告的字幕
speaker,広告ディレクター,广告导演
speaker,広告マン,广告人
speaker,広告会社のふたり,广告公司的两人
speaker,広告会社ディレクター,广告公司导演
speaker,広告会社営業,广告公司营业人员
speaker,広告動画の声,广告动画的声音
speaker,広告Ｄ＆プロデューサー,广告D＆制作人
speaker,広報担当スタッフ,宣传担当工作人员
speaker,広報担当社員,宣传担当职员
speaker,店のポスター,店铺的海报
speaker,店主,店主
speaker,店内,店内
speaker,店内BGM,店内背景音乐
speaker,店内に流れるラジオ,店内播放的电台节目
speaker,店内の声,店内的声音
speaker,店内アナウンス,店内广播
speaker,店内一同,店内全体人员
speaker,店内放送,店内广播
speaker,店員,店员
speaker,店員の声,店员的声音
speaker,店員連絡ノート,店员联络笔记
speaker,店員１,店员1
speaker,店員２,店员2
speaker,店舗スタッフ１,店铺工作人员1
speaker,店舗スタッフ２,店铺工作人员2
speaker,店舗看板,店铺招牌
speaker,店長,店长
speaker,店頭のポップ,店铺门口的展板
speaker,店頭スタッフ,店铺门口的工作人员
speaker,店頭モニター,店铺门口的屏幕
speaker,廊下から聞こえる声,从走廊传来的声音
speaker,廊下で練習する練習生,在走廊练习的练习生
speaker,引用コメント,引用评论
speaker,弟子,弟子
speaker,役人,官员
speaker,役者,演员
speaker,彼女,她
speaker,彼方,彼方
speaker,彼方＆萌夢,彼方＆萌梦
speaker,彼氏,男朋友
speaker,後輩たち,后辈们
speaker,後輩店員,后辈店员
speaker,後輩１,后辈1
speaker,後輩１＆２,后辈1＆2
speaker,後輩２,后辈2
speaker,御子柴,御子柴
speaker,志道,志道
speaker,応答する声,回应的声音
speaker,怖そうな女子生徒,害怕的女学生
speaker,怪しい人,可疑的人
speaker,怪盗,怪盗
speaker,恋鐘,恋钟
speaker,恋鐘＆咲耶＆結華,恋钟＆咲耶＆结华
speaker,恋鐘のファン,恋钟的粉丝
speaker,恋鐘の友人,恋钟的朋友
speaker,恋鐘の母,恋钟的母亲
speaker,恋鐘の父,恋钟的父亲
speaker,恋鐘の父と母,恋钟的父亲＆母亲
speaker,恋鐘＆プロデューサー,恋钟＆制作人
speaker,恋鐘＆主人公,恋钟＆主人公
speaker,恋鐘＆咲耶,恋钟＆咲耶
speaker,恋鐘＆咲耶＆果穂,恋钟＆咲耶＆果穗
speaker,恋鐘＆咲耶＆結華,恋钟＆咲耶＆结华
speaker,恋鐘＆咲耶＆結華＆霧子,恋钟＆咲耶＆结华＆雾子
speaker,恋鐘＆咲耶＆霧子,恋钟＆咲耶＆雾子
speaker,恋鐘＆小糸,恋钟＆小丝
speaker,恋鐘＆摩美々,恋钟＆摩美美
speaker,恋鐘＆摩美々＆咲耶,恋钟＆摩美美＆咲耶
speaker,恋鐘＆摩美々＆結華,恋钟＆摩美美＆结华
speaker,恋鐘＆摩美々＆霧子,恋钟＆摩美美＆雾子
speaker,恋鐘＆智代子＆愛依,恋钟＆智代子＆爱依
speaker,恋鐘＆樹里,恋钟＆树里
speaker,恋鐘＆甘奈,恋钟＆甘奈
speaker,恋鐘＆結華,恋钟＆结华
speaker,恋鐘＆結華＆霧子,恋钟＆结华＆雾子
speaker,恋鐘＆霧子,恋钟＆雾子
speaker,悪人,坏人
speaker,悪魔,恶魔
speaker,情報番組１,情报节目1
speaker,情報番組２,情报节目2
speaker,愛依,爱依
speaker,愛依のツイスタ,爱依的Twesta
speaker,愛依のメッセージ,爱依的消息
speaker,愛依の友人,爱依的朋友
speaker,愛依の妹,爱依的妹妹
speaker,愛依の妹＆弟,爱依的妹妹＆弟弟
speaker,愛依の姉,爱依的姐姐
speaker,愛依の弟,爱依的弟弟
speaker,愛依の母,爱依的母亲
speaker,愛依の祖母,爱依的祖母
speaker,愛依＆プロデューサー,爱依＆制作人
speaker,愛依＆主人公,爱依＆主人公
speaker,愛依＆受講生たち,爱依＆听课学生们
speaker,愛依＆愛依の友人,爱依＆爱依的朋友
speaker,愛依＆愛依の弟,爱依＆爱依的弟弟
speaker,愛依＆生徒たち,爱依＆学生们
speaker,所属スタッフ,所属工作人员
speaker,手紙,信件
speaker,打ち上げの一同,庆功宴的全体人员
speaker,技術スタッフ,技术工作人员
speaker,投稿へのコメント,对投稿的评论
speaker,投稿コメント,投稿评论
speaker,担任,班主任
speaker,担任の先生,班主任老师
speaker,担任の教師,班主任教师
speaker,担当プランナー,负责的策划人
speaker,担当者＆社長,负责人＆社长
speaker,招待客10,招待客人10
speaker,招待客11,招待客人11
speaker,招待客ら,招待客人们
speaker,招待客１,招待客人1
speaker,招待客２,招待客人2
speaker,招待客３,招待客人3
speaker,招待客４,招待客人4
speaker,招待客５,招待客人5
speaker,招待客６,招待客人6
speaker,招待客７,招待客人7
speaker,招待客８,招待客人8
speaker,招待客９,招待客人9 
speaker,拡声器のアナウンス,扩音器广播
speaker,振付,编舞
speaker,振付師,编舞师
speaker,探偵たち,侦探们
speaker,控えめなクラスメイト,内向的同班同学
speaker,控室のアイドルたち,休息室的偶像们
speaker,控室リポーター,休息室记者
speaker,搬入スタッフ１,搬运工作人员1
speaker,搬入スタッフ２,搬运工作人员2
speaker,搭乗アナウンス,登机广播
speaker,摩美々,摩美美
speaker,摩美々＆咲耶,摩美美＆咲耶
speaker,摩美々のファン,摩美美的粉丝
speaker,摩美々の母,摩美美的母亲
speaker,摩美々＆プロデューサー,摩美美＆制作人
speaker,摩美々＆主人公,摩美美＆主人公
speaker,摩美々＆凛世,摩美美＆凛世
speaker,摩美々＆咲耶,摩美美＆咲耶
speaker,摩美々＆咲耶＆凛世,摩美美＆咲耶＆凛世
speaker,摩美々＆咲耶＆結華,摩美美＆咲耶＆结华
speaker,摩美々＆咲耶＆霧子,摩美美＆咲耶＆雾子
speaker,摩美々＆女子生徒,摩美美＆女学生
speaker,摩美々＆恋鐘,摩美美＆恋钟
speaker,摩美々＆智代子,摩美美＆智代子
speaker,摩美々＆智代子＆にちか,摩美美＆智代子＆日花
speaker,摩美々＆果穂,摩美美＆果穗
speaker,摩美々＆甘奈,摩美美＆甘奈
speaker,摩美々＆甘奈＆雛菜,摩美美＆甘奈＆雏菜
speaker,摩美々＆結華,摩美美＆结华
speaker,摩美々＆結華＆霧子,摩美美＆结华＆雾子
speaker,摩美々＆雛菜,摩美美＆雏菜
speaker,摩美々＆雨竜,摩美美＆雨龙
speaker,摩美々＆霧子,摩美美＆雾子
speaker,摩美々＆霧子＆智代子,摩美美＆雾子＆智代子
speaker,撮影クルー,摄影团队
speaker,撮影クルーたち,摄影团队们
speaker,撮影クルー１,摄影团队1
speaker,撮影クルー２,摄影团队2
speaker,撮影クルー３,摄影团队3
speaker,撮影クルー４,摄影团队4
speaker,撮影スタッフ,摄影工作人员
speaker,撮影スタッフ一同,摄影工作人员全体
speaker,撮影スタッフ１,摄影工作人员1
speaker,撮影スタッフ２,摄影工作人员2
speaker,撮影スタッフ３,摄影工作人员3
speaker,撮影スタッフ４,摄影工作人员4
speaker,撮影スタッフ５,摄影工作人员5
speaker,撮影ディレクター,摄影导演
speaker,撮影助手,摄影助手
speaker,撮影監督,摄影监制
speaker,撮影責任者,摄影负责人
speaker,放クラ,放课后
speaker,放クラのファン,放课后的粉丝
speaker,放クラ一同,放课后全体
speaker,放クラ＆先生＆生徒たち,放课后＆老师＆学生们
speaker,放クラ＆生徒たち,放课后＆学生们
speaker,放送,放送
speaker,放送作家,放送作家
speaker,放送機材から聞こえる音,从播放设备传来的声音
speaker,放送番組の音声,播放节目的语音
speaker,教師,教师
speaker,教師１,教师1
speaker,教師２,教师2
speaker,教授,教授
speaker,教頭,教导主任
speaker,数学教師,数学教师
speaker,整形外科医,整形外科医生
speaker,敵兵１,敌兵1
speaker,敵兵２,敌兵2
speaker,敵能力者,敌方能力者
speaker,敵１,敌人1
speaker,敵２,敌人2
speaker,文化祭実行員たち,文化节执行者们
speaker,文化祭実行委員たち,文化节执行委员们
speaker,文化祭実行委員長,文化节执行委员长
speaker,料理研究家,料理研究专家
speaker,新人お笑い,新人喜剧演员
speaker,新人お笑い１,新人喜剧演员1
speaker,新人お笑い２,新人喜剧演员2
speaker,新人アイドル,新人偶像
speaker,新人アイドルたち,新人偶像们
speaker,新人アイドル１,新人偶像1
speaker,新人アイドル２,新人偶像2
speaker,新人アシスタント,新助理
speaker,新人アルバイト,打工新人
speaker,新人スタッフ,新工作人员
speaker,新人女優,新女演员
speaker,新幹線ホームアナウンス,新干线站台广播
speaker,新聞配達員,送报员
speaker,施設内アナウンス,设施内广播
speaker,旅人,旅人
speaker,旅客,旅客
speaker,日本史教諭,日本史教师
speaker,日焼けした男,晒黑了的男人
speaker,明るいクラスメイト,开朗的同班同学
speaker,明るい同級生,开朗的同班同学
speaker,星柄シャツの男の子,穿星星图案衬衫的男孩子
speaker,映像ディレクター,影像导演
speaker,映画の中の男,电影里的男人
speaker,映画の主人公,电影的主人公
speaker,映画の音声,电影的语音
speaker,映画監督,电影监制
speaker,映画館前の貼り紙,电影院前的张贴物
speaker,時計メーカー担当,钟表制造商负责人
speaker,智代子,智代子
speaker,智代子＆凛世,智代子＆凛世
speaker,智代子の友達,智代子的朋友
speaker,智代子の弟,智代子的弟弟
speaker,智代子の母,智代子的母亲
speaker,智代子の父,智代子的父亲
speaker,智代子の父＆弟,智代子的父亲＆弟弟
speaker,智代子＆あすみ,智代子＆明日美
speaker,智代子＆お笑い芸人,智代子＆喜剧艺人
speaker,智代子＆プロデューサー,智代子＆制作人
speaker,智代子＆主人公,智代子＆主人公
speaker,智代子＆仲間,智代子＆伙伴
speaker,智代子＆凛世,智代子＆凛世
speaker,智代子＆凛世＆夏葉,智代子＆凛世＆夏叶
speaker,智代子＆夏葉,智代子＆夏叶
speaker,智代子＆愛依,智代子＆爱依
speaker,智代子＆樹里,智代子＆树里
speaker,智代子＆樹里＆凛世,智代子＆树里＆凛世
speaker,智代子＆樹里＆夏葉,智代子＆树里＆夏叶
speaker,書きこみへのリプライ,对留言的回复
speaker,書名,书名
speaker,書店のポスター,书店的海报
speaker,書店のポップ,书店的展板
speaker,書店員,书店店员
speaker,書店店主,书店店主
speaker,月面調査隊員,月球表面调查队员
speaker,月面調査隊員カメラ係,月球表面调查队摄像
speaker,本のタイトル,书的标题
speaker,机上のメモ,桌上的便签
speaker,来場客１,到场客人1
speaker,来場客２,到场客人2
speaker,来場客３,到场客人3
speaker,来場客４,到场客人4
speaker,来場客５,到场客人5
speaker,来場客６,到场客人6
speaker,果穂,果穗
speaker,果穂の兄,果穗的哥哥
speaker,果穂の兄＆果穂の母,果穗的哥哥＆果穗的母亲
speaker,果穂の友人,果穗的朋友
speaker,果穂の友人A,果穗的朋友A
speaker,果穂の友人B,果穗的朋友B
speaker,果穂の友人C,果穗的朋友C
speaker,果穂の友人たち,果穗的朋友们
speaker,果穂の友人１,果穗的朋友1
speaker,果穂の友人１＆３,果穗的朋友1＆3
speaker,果穂の友人２,果穗的朋友2
speaker,果穂の友人３,果穗的朋友3
speaker,果穂の友人Ａ,果穗的朋友A
speaker,果穂の友人Ｂ,果穂的朋友B
speaker,果穂の友人Ｃ,果穗的朋友C
speaker,果穂の母,果穗的母亲
speaker,果穂の父,果穗的父亲
speaker,果穂＆あさひ,果穗＆朝日
speaker,果穂＆クルー,果穗＆船员
speaker,果穂＆プロデューサー,果穗＆制作人
speaker,果穂＆主人公,果穗＆主人公
speaker,果穂＆冬優子,果穗＆冬优子
speaker,果穂＆凛世,果穗＆凛世
speaker,果穂＆凛世＆夏葉,果穗＆凛世＆夏叶
speaker,果穂＆夏葉,果穗＆夏叶
speaker,果穂＆夏葉＆冬優子,果穗＆夏叶＆冬优子
speaker,果穂＆夏葉＆千雪,果穗＆夏叶＆千雪
speaker,果穂＆愛依,果穗＆爱依
speaker,果穂＆智代子,果穗＆智代子
speaker,果穂＆智代子＆凛世,果穗＆智代子＆凛世
speaker,果穂＆智代子＆夏葉,果穗＆智代子＆夏叶
speaker,果穂＆智代子＆樹里,果穗＆智代子＆树里
speaker,果穂＆果穂の友人たち,果穗＆果穗的朋友们
speaker,果穂＆果穂の母,果穗＆果穗的母亲
speaker,果穂＆樹里,果穗＆树里
speaker,果穂＆樹里＆凛世,果穗＆树里＆凛世
speaker,果穂＆樹里＆夏葉,果穗＆树里＆夏叶
speaker,果穂＆甘奈,果穗＆甘奈
speaker,果穂＆甘奈＆千雪,果穗＆甘奈＆千雪
speaker,果穂＆甘奈＆甜花,果穗＆甘奈＆甜花
speaker,果穂＆甜花,果穗＆甜花
speaker,果穂＆男子,果穗＆男子
speaker,柴犬概念,柴犬概念
speaker,校内放送,校内广播
speaker,校長,校长
speaker,桃太郎,桃太郎
speaker,業界人１,业内人士1
speaker,業界人２,业内人士2
speaker,業界人３,业内人士3
speaker,業界人４,业内人士4
speaker,業界関係者,业内相关人员
speaker,業者,从业者
speaker,楽器会社スタッフ,乐器公司工作人员
speaker,構成作家,编剧
speaker,樹里,树里
speaker,樹里の兄,树里的哥哥
speaker,樹里の父,树里的父亲
speaker,樹里?夏葉,树里·夏叶
speaker,樹里＆プロデューサー,树里＆制作人
speaker,樹里＆主人公,树里＆主人公
speaker,樹里＆凛世,树里＆凛世
speaker,樹里＆凛世＆千雪,树里＆凛世＆千雪
speaker,樹里＆凛世＆夏葉,树里＆凛世＆夏叶
speaker,樹里＆千雪,树里＆千雪
speaker,樹里＆夏葉,树里＆夏叶
speaker,樹里＆子どもたち,树里＆孩子们
speaker,樹里＆小学生の男の子,树里＆小学男生
speaker,樹里＆智代子,树里＆智代子
speaker,樹里＆樹里の兄,树里＆树里的哥哥
speaker,樹里＆甘奈,树里＆甘奈
speaker,樹里＆男,树里＆男子
speaker,機内アナウンス,机内广播
speaker,機械の音声,机器的语音
speaker,次女,次女
speaker,次女＆五女＆三女,次女＆五女＆三女
speaker,歌声,歌声
speaker,歌手,歌手
speaker,歌番組スタッフ,歌曲节目工作人员
speaker,歌番組司会,歌曲节目主持人
speaker,歌番組司会者,歌曲节目主持人
speaker,歌詞,歌词
speaker,歓声,欢呼声
speaker,母,母亲
speaker,母からの手紙,母亲寄来的信件
speaker,母の書き置き,母亲的留言条
speaker,母親,母亲
speaker,母親役の女性,扮演母亲角色的女性
speaker,母＆弟＆妹,母亲＆弟弟＆妹妹
speaker,民宿の主人,民宿的主人
speaker,民宿の娘,民宿的女儿
speaker,気象予報士,气象预报员
speaker,水中メガネの旧友,泳镜的老朋友
speaker,沿道のファンの声援,沿途粉丝的助威声
speaker,泣きそうなアイドル,快要哭出来的偶像
speaker,注目のモデル,备受瞩目的模特
speaker,洋菓子店の店員,西式点心店的店员
speaker,流れ星の手紙,流星的信件
speaker,浅倉家から聞こえる声,从浅仓家传来的声音
speaker,消防団の方,消防队的人员
speaker,添付音声,附加语音
speaker,準備中のスタッフ,正在准备的工作人员
speaker,漁師,渔民
speaker,演出家,演出策划人
speaker,演劇部員たち,戏剧部成员们
speaker,演劇部部長,戏剧部部长
speaker,演技講師,演技讲师
speaker,演者たち,演员们
speaker,灯織,灯织
speaker,灯織からの連絡,灯织的联络
speaker,灯織の前の客,灯织面前的客人
speaker,灯織の母,灯织的母亲
speaker,灯織の父,灯織的父亲
speaker,灯織＆めぐる,灯织＆巡
speaker,灯織＆めぐるの声,灯织＆巡
speaker,灯織＆プロデューサー,灯织＆制作人
speaker,灯織＆ルカ,灯织＆路加
speaker,灯織＆主人公,灯织＆主人公
speaker,灯織＆円香,灯织＆圆香
speaker,灯織＆困っている女性,灯织＆困扰中的女性
speaker,灯織＆愛依,灯织＆爱依
speaker,灯織＆智代子,灯织＆智代子
speaker,灯織＆智代子＆円香,灯织＆智代子＆圆香
speaker,灯織＆果穂＆甘奈,灯织＆果穗＆甘奈
speaker,灯織＆果穂＆甜花,灯织＆果穗＆甜花
speaker,灯織＆甘奈,灯织＆甘奈
speaker,灯織＆霧子＆千雪,灯织＆雾子＆千雪
speaker,烏面の男性,戴乌鸦面具的男性
speaker,無線連絡,对讲机联络
speaker,焼き芋の移動販売,烤红薯的流动售卖
speaker,焼肉屋の店員,烤肉店的店员
speaker,焼肉店の店員,烤肉店的店员
speaker,煉,炼
speaker,煉＆空未＆希亜,炼＆空未＆希亚
speaker,照明スタッフ,照明工作人员
speaker,熱心なルカのファン,热心的路加粉丝
speaker,父,父
speaker,父と母,父亲和母亲
speaker,父親,父亲
speaker,父＆母,父＆母
speaker,牛丼店店員,牛肉饭店店员
speaker,牡蠣漁師,牡蛎渔民
speaker,物販スタッフ,商品销售工作人员
speaker,特別講師,特别讲师
speaker,特番スタッフ１,特别节目工作人员1
speaker,特番スタッフ２,特别节目工作人员2
speaker,特番スタッフ３,特别节目工作人员3
speaker,犬,狗
speaker,犬たち,狗们
speaker,犬とさるときじ,狗和猴子与雉鸡
speaker,犬の飼い主,狗的主人
speaker,犬を連れた女性,带着狗的女性
speaker,犬面の屋台の店主,戴狗面具的小吃摊摊主
speaker,犯人,犯人
speaker,狐面の少年,戴狐狸面具的少年
speaker,狐面の男性,戴狐狸面具的男性
speaker,狸面の女性,戴狸猫面具的女性
speaker,班のメンバー１,班级成员1
speaker,班のメンバー２,班级成员2
speaker,班のメンバー３,班级成员3
speaker,現地の女子たち,当地的女孩子们
speaker,現地の女子１,当地的女子1
speaker,現地の女子２,当地的女子2
speaker,現地の女子３,当地的女子3
speaker,現地の子ども,当地的孩子
speaker,現地の子どもたち,当地的孩子们
speaker,現地の子ども１,当地的孩子1
speaker,現地の子ども２,当地的孩子2
speaker,現場のスタッフ,现场的工作人员
speaker,現場のスタッフら,现场的工作人员们
speaker,現場スタッフ,现场工作人员
speaker,現場スタッフ数名,几名现场工作人员
speaker,現場スタッフ１,现场工作人员1
speaker,現場スタッフ２,现场工作人员2
speaker,現場スタッフ３,现场工作人员3
speaker,現場ディレクター,现场导演
speaker,現場監督,现场监制
speaker,現場責任者,现场负责人
speaker,甘奈,甘奈
speaker,甘奈＆甜花,甘奈＆甜花
speaker,甘奈おばあちゃん,甘奈奶奶
speaker,甘奈からの手紙,甘奈寄来的信件
speaker,甘奈の友人,甘奈的朋友
speaker,甘奈の友人１,甘奈的朋友1
speaker,甘奈の友人２,甘奈的朋友2
speaker,甘奈?甜花,甘奈·甜花
speaker,甘奈＆あさひ,甘奈＆朝日
speaker,甘奈＆スタッフ＆出演者,甘奈＆工作人员＆出演者
speaker,甘奈＆プロデューサー,甘奈＆制作人
speaker,甘奈＆主人公,甘奈＆主人公
speaker,甘奈＆兎面の少女,甘奈＆戴兔子面具的少女
speaker,甘奈＆冬優子,甘奈＆冬优子
speaker,甘奈＆千雪,甘奈＆千雪
speaker,甘奈＆愛依,甘奈＆爱依
speaker,甘奈＆甜花,甘奈＆甜花
speaker,甘奈＆甜花＆千雪,甘奈＆甜花＆千雪
speaker,甘奈＆甜花＆父,甘奈＆甜花＆父亲
speaker,甘奈（善）,甘奈（善）
speaker,甘奈（悪）,甘奈（恶）
speaker,甜花,甜花
speaker,甜花の手紙,甜花的信件
speaker,甜花＆プロデューサー,甜花＆制作人
speaker,甜花＆主人公,甜花＆主人公
speaker,甜花＆千雪,甜花＆千雪
speaker,甜花＆愛依,甜花＆爱依
speaker,甜花＆父,甜花＆父亲
speaker,甜花（善）,甜花（善）
speaker,甜花（悪）,甜花（恶）
speaker,生徒,学生
speaker,生徒A,学生A
speaker,生徒B,学生B
speaker,生徒C,学生C
speaker,生徒たち,学生们
speaker,生徒たちの声,学生们的声音
speaker,生徒の声,学生的声音
speaker,生徒会長,学生会会长
speaker,生徒１,学生1
speaker,生徒１＆生徒２,学生1＆学生2
speaker,生徒２,学生2
speaker,生徒３,学生3
speaker,生徒４,学生4
speaker,生物の教師,生物教师
speaker,生物教師,生物教师
speaker,生花店の店主,鲜花店的店主
speaker,生花店スタッフ,鲜花店工作人员
speaker,男,男子
speaker,男の声,男子的声音
speaker,男の子,男孩子
speaker,男の子の母親,男孩子的母亲
speaker,男の子＆女の子,男孩子＆女孩子
speaker,男の手紙,男子的信件
speaker,男子,男子
speaker,男子生徒,男学生
speaker,男子生徒A,男学生A
speaker,男子生徒B,男学生B
speaker,男子生徒C,男学生C
speaker,男子生徒の友達,男学生的朋友
speaker,男子生徒１,男学生1
speaker,男子生徒２,男学生2
speaker,男子高生,男高中生
speaker,男子高生アイドル,男高中生偶像
speaker,男性,男性
speaker,男性の観客,男性观众
speaker,男性アーティスト１,男性艺术家1
speaker,男性アーティスト１＆２,男性艺术家1＆2
speaker,男性アーティスト２,男性艺术家2
speaker,男性客,男性客人
speaker,男性客１,男性客人1
speaker,男性客２,男性客人2
speaker,男性１,男性1
speaker,男性２,男性2
speaker,男性３,男性3
speaker,男性４,男性4
speaker,男性５,男性5
speaker,男＆透,男子＆透
speaker,町おこし実行委員,城镇振兴执行委员
speaker,町の人１,镇上的人1
speaker,町の人２,镇上的人2
speaker,町の人３,镇上的人3
speaker,町人,城镇居民
speaker,町人たち,城镇居民们
speaker,町人１,城镇居民1 
speaker,町人１＆町人２,城镇居民1＆城镇居民2
speaker,町人２,城镇居民2
speaker,町内会のおじさん,町内会的大叔
speaker,町内会の人,町内会的人
speaker,町内会の人１,町内会的人1
speaker,町内会の人２,町内会的人2
speaker,町内会の方,町内会的人士
speaker,町内会の方２,町内会的人士2
speaker,画家,画家
speaker,画面の中の少女,画面中的少女
speaker,画面テロップ,画面字幕
speaker,留守電の応答音,电话语音留言的应答音
speaker,番組AD,节目助理导演
speaker,番組MC,节目主持人
speaker,番組アナウンサー,节目播音员
speaker,番組ゲスト,节目嘉宾
speaker,番組スタッフ,节目工作人员
speaker,番組スタッフたち,节目工作人员们
speaker,番組スタッフ１,节目工作人员1
speaker,番組スタッフ２,节目工作人员2
speaker,番組スタッフ３,节目工作人员3
speaker,番組スタッフ４,节目工作人员4
speaker,番組スポンサー,节目赞助商
speaker,番組ディレクター,节目导演
speaker,番組プロデューサー,节目制作人
speaker,番組リポーター,节目记者
speaker,番組予告,节目预告
speaker,番組出演者,节目出演者
speaker,番組制作者,节目制作者
speaker,番組台本,节目剧本
speaker,番組司会者,节目主持人
speaker,番組審査員,节目审查员
speaker,番組ＭＣ,节目主持人
speaker,病院の職員,医院的工作人员
speaker,白いＴシャツの男の子,穿白色T恤的男孩
speaker,白うさぎ,白色兔子
speaker,白チームキャプテン,白队队长
speaker,白紙の文書,空白文件
speaker,白組メンバー,白组人员
speaker,監督,导演
speaker,相談者,咨询者
speaker,看板,招牌
speaker,看護師,护士
speaker,看護師１,护士1
speaker,看護師２,护士2
speaker,看護師３,护士3
speaker,真乃,真乃
speaker,真乃のクラスメイト,真乃的同班同学
speaker,真乃のクラスメイト１,真乃的同班同学1
speaker,真乃のクラスメイト２,真乃的同班同学2
speaker,真乃のファン,真乃的粉丝
speaker,真乃の母,真乃的母亲
speaker,真乃＆めぐる,真乃＆巡
speaker,真乃＆プロデューサー,真乃＆制作人
speaker,真乃＆ルポライター,真乃＆纪实作家
speaker,真乃＆主人公,真乃＆主人公
speaker,真乃＆冬優子,真乃＆冬优子
speaker,真乃＆千雪,真乃＆千雪
speaker,真乃＆咲耶＆甜花,真乃＆咲耶＆甜花
speaker,真乃＆小糸,真乃＆小丝
speaker,真乃＆恋鐘,真乃＆恋钟
speaker,真乃＆恋鐘＆結華,真乃＆恋钟＆结华
speaker,真乃＆智代子＆千雪,真乃＆智代子＆千雪
speaker,真乃＆果穂＆甘奈,真乃＆果穗＆甘奈
speaker,真乃＆樹里,真乃＆树里
speaker,真乃＆樹里＆甘奈,真乃＆树里＆甘奈
speaker,真乃＆灯織,真乃＆灯织
speaker,真乃＆灯織＆めぐる,真乃＆灯织＆巡
speaker,真乃＆灯織＆愛依,真乃＆灯织＆爱依
speaker,真乃＆甘奈,真乃＆甘奈
speaker,真乃＆甘奈＆あさひ,真乃＆甘奈＆朝日
speaker,真乃＆甜花,真乃＆甜花
speaker,真乃＆結華＆千雪,真乃＆结华＆千雪
speaker,真乃＆結華＆甜花,真乃＆结华＆甜花
speaker,真乃＆霧子,真乃＆雾子
